,test,station,acc_train,acc
0,BuddyCheck,6071,-1.40187883975769,0.5
0,BuddyCheck,4382,-1.40187883975769,0.5
0,BuddyCheck,6151,-1.40187883975769,0.5
0,BuddyCheck,4250,-1.40187883975769,0.5
0,BuddyCheck,6075,-1.40187883975769,0.5
0,BuddyCheck,6069,-1.40187883975769,0.5
0,BuddyCheck,6142,-1.40187883975769,0.5
0,BuddyCheck,4373,-1.40187883975769,0.5
0,BuddyCheck,4231,-1.40187883975769,0.5
0,BuddyCheck,6079,-1.40187883975769,0.5
0,BuddyCheck,4339,-1.40187883975769,0.5
0,BuddyCheck,4312,-1.40187883975769,0.5
0,BuddyCheck,4242,-1.40187883975769,0.5
0,BuddyCheck,6052,-1.40187883975769,0.5
0,BuddyCheck,6165,-1.40187883975769,0.5
0,BuddyCheck,6009,-1.40187883975769,0.5
0,BuddyCheck,6041,-1.40187883975769,0.5
0,BuddyCheck,4214,-1.40187883975769,0.5
0,BuddyCheck,4230,-1.40187883975769,0.5
0,BuddyCheck,6124,-1.40187883975769,0.5
0,BuddyCheck,6108,-1.40187883975769,0.5
0,BuddyCheck,6070,-1.40187883975769,0.5
0,BuddyCheck,4301,-1.40187883975769,0.5
0,BuddyCheck,4285,-1.40187883975769,0.5
0,BuddyCheck,4253,-1.40187883975769,0.5
0,BuddyCheck,4272,-1.40187883975769,0.5
0,BuddyCheck,6193,-1.40187883975769,0.5
0,BuddyCheck,6191,-1.40187883975769,0.5
0,BuddyCheck,6180,-1.40187883975769,0.5
0,BuddyCheck,6104,-1.40187883975769,0.5
0,BuddyCheck,6096,-1.40187883975769,0.5
0,BuddyCheck,4330,-1.40187883975769,0.5
0,BuddyCheck,4201,-1.40187883975769,0.5
0,BuddyCheck,6100,-1.40187883975769,0.5
0,BuddyCheck,4202,-1.40187883975769,0.5
0,BuddyCheck,4266,-1.40187883975769,0.5
0,BuddyCheck,6184,-1.40187883975769,0.5
0,BuddyCheck,6081,-1.40187883975769,0.5
0,BuddyCheck,4207,-1.40187883975769,0.5
0,BuddyCheck,6120,-1.40187883975769,0.5
0,BuddyCheck,4203,-1.40187883975769,0.5
0,BuddyCheck,4221,-1.40187883975769,0.5
0,BuddyCheck,4351,-1.40187883975769,0.5
0,BuddyCheck,6010,-1.40187883975769,0.5
0,BuddyCheck,4313,-1.40187883975769,0.5
0,BuddyCheck,6005,-1.40187883975769,0.5
0,BuddyCheck,4228,-1.40187883975769,0.5
0,BuddyCheck,4320,-1.40187883975769,0.5
0,BuddyCheck,6011,-1.40187883975769,0.5
0,ARTest,6159,-1.36382391692115,0.513139813994024
0,ARTest,6043,-1.29194239600769,0.611250425149402
0,ARTest,6119,-1.36805224168076,0.512263826394422
0,ARTest,6149,-1.27502909696923,0.656801780328685
0,ARTest,6181,-1.2412024988923,0.779440044272908
0,ARTest,6080,-1.33422564360384,0.508759875996016
0,ARTest,6170,-1.36382391692115,0.495620062001992
0,ARTest,6060,-1.37228056644038,0.501751975199203
0,ARTest,6110,-1.35536726740192,0.509635863595618
0,ARTest,6058,-1.26657244745,0.732136713894422
0,ARTest,4217,-1.28348574648846,0.628770177141434
0,ARTest,4310,-1.33845396836346,0.510511851195219
0,ARTest,4360,-1.37228056644038,0.493868086802789
0,ARTest,5700,-1.22006087509423,0.845139114243028
0,ARTest,4220,-1.31308401980576,0.600738573954183
0,ARTest,4260,-1.29194239600769,0.674321532320717
0,ARTest,4208,-1.30885569504615,0.611250425149402
0,ARTest,6169,-1.27502909696923,0.711113011503984
0,ARTest,6190,-1.32576899408461,0.493868086802789
0,ARTest,6160,-1.34691061788269,0.496496049601594
0,ARTest,4210,-1.22851752461346,0.813603560657371
0,ARTest,4270,-1.36382391692115,0.528907590786853
0,ARTest,6030,-1.37228056644038,0.50525592559761
0,ARTest,6071,-1.38073721595961,0.520147714790837
0,ARTest,4382,-1.31308401980576,0.601614561553785
0,ARTest,6151,-1.25811579793076,0.711988999103586
0,ARTest,4250,-1.27925742172884,0.671693569521912
0,ARTest,6075,-1.28771407124807,0.605118511952191
0,ARTest,6142,-1.2961707207673,0.655925792729084
0,ARTest,4373,-1.31731234456538,0.57708690876494
0,ARTest,4231,-1.37228056644038,0.496496049601594
0,ARTest,6079,-1.27925742172884,0.686585358715139
0,ARTest,4339,-1.38919386547884,0.497372037201195
0,ARTest,6052,-1.38919386547884,0.498248024800797
0,ARTest,6165,-1.22851752461346,0.746152515488048
0,ARTest,6009,-1.28771407124807,0.643661966334661
0,ARTest,6041,-1.36382391692115,0.510511851195219
0,ARTest,6124,-1.28348574648846,0.610374437549801
0,ARTest,6108,-1.2961707207673,0.618258325946215
0,ARTest,6070,-1.38073721595961,0.486860186005976
0,ARTest,4301,-1.29194239600769,0.655925792729084
0,ARTest,4285,-1.321540669325,0.564823082370518
0,ARTest,4253,-1.34691061788269,0.490364136404383
0,ARTest,4272,-1.38073721595961,0.503503950398406
0,ARTest,6193,-1.35536726740192,0.50525592559761
0,ARTest,6191,-1.36805224168076,0.50525592559761
0,ARTest,6180,-1.37228056644038,0.507883888396414
0,ARTest,6104,-1.37228056644038,0.490364136404383
0,ARTest,6096,-1.29194239600769,0.625266226743028
0,ARTest,4330,-1.32576899408461,0.571830983167331
0,ARTest,4201,-1.29194239600769,0.630522152340637
0,ARTest,4202,-1.36805224168076,0.518395739591633
0,ARTest,4266,-1.31308401980576,0.605118511952191
0,ARTest,6184,-1.27080077220961,0.633150115139442
0,ARTest,6081,-1.31731234456538,0.577962896364542
0,ARTest,4207,-1.2961707207673,0.666437643924303
0,ARTest,6120,-1.3511389426423,0.535039503984064
0,ARTest,4203,-1.32999731884423,0.597234623555777
0,ARTest,4221,-1.30462737028653,0.599862586354582
0,ARTest,6010,-1.26657244745,0.63753005313745
0,ARTest,4313,-1.37228056644038,0.520147714790837
0,ARTest,6005,-1.35959559216153,0.523651665189243
0,ARTest,4320,-1.27080077220961,0.704105110707171
0,SCT,6159,0.94,0.9
0,SCT,6043,0.82,0.606
0,SCT,6119,0.97,0.884
0,SCT,6149,0.64,0.784
0,SCT,6181,0.95,0.944
0,SCT,6080,0.9,0.804
0,SCT,6170,0.96,0.919
0,SCT,6060,0.82,0.785
0,SCT,6110,0.91,0.738
0,SCT,6058,0.81,0.638
0,SCT,4217,0.58,0.53
0,SCT,4310,0.5,0.5
0,SCT,4390,0.51,0.503
0,SCT,4360,0.5,0.5
0,SCT,4220,0.87,0.824
0,SCT,4260,0.58,0.5
0,SCT,4208,0.5,0.5
0,SCT,6179,0.91,0.486
0,SCT,6169,0.95,0.814
0,SCT,6190,0.89,0.791
0,SCT,6160,1,0.975
0,SCT,4210,0.5,0.5
0,SCT,4270,0.85,0.699
0,SCT,6030,0.82,0.667
0,SCT,6071,0.94,0.675
0,SCT,4382,0.5,0.5
0,SCT,6151,0.94,0.5
0,SCT,4250,0.5,0.5
0,SCT,6075,0.94,0.666
0,SCT,6069,0.74,0.688
0,SCT,6142,0.97,0.945
0,SCT,4373,0.5,0.5
0,SCT,4231,0.74,0.504
0,SCT,6079,0.91,0.853
0,SCT,4339,0.5,0.5
0,SCT,4312,0.5,0.5
0,SCT,4242,0.66,0.608
0,SCT,6052,0.85,0.712
0,SCT,6165,0.95,0.934
0,SCT,6009,0.5,0.5
0,SCT,6041,0.84,0.593
0,SCT,4214,0.59,0.531
0,SCT,4230,0.75,0.681
0,SCT,6124,0.93,0.913
0,SCT,6108,0.93,0.93
0,SCT,6070,0.81,0.707
0,SCT,4301,0.5,0.5
0,SCT,4285,0.72,0.528
0,SCT,4253,0.64,0.578
0,SCT,4272,0.85,0.814
0,SCT,6193,0.88,0.777
0,SCT,6191,0.9,0.81
0,SCT,6180,0.87,0.861
0,SCT,6104,0.88,0.769
0,SCT,6168,0.93,0.856
0,SCT,6096,0.91,0.766
0,SCT,4330,0.5,0.5
0,SCT,4201,0.5,0.5
0,SCT,6100,0.93,0.796
0,SCT,4202,0.5,0.5
0,SCT,4266,0.71,0.5
0,SCT,6184,0.89,0.921
0,SCT,6081,0.89,0.787
0,SCT,4207,0.5,0.5
0,SCT,6120,0.93,0.851
0,SCT,4203,0.5,0.5
0,SCT,4221,0.83,0.73
0,SCT,4351,0.5,0.5
0,SCT,6010,0.5,0.5
0,SCT,4313,0.5,0.5
0,SCT,6005,0.5,0.5
0,SCT,4228,0.78,0.731
0,SCT,4320,0.5,0.5
0,SCT,6011,0.5,0.5
0,BuddyCheck,6159,0.89,0.96
0,BuddyCheck,6043,0.9,0.5
0,BuddyCheck,6119,0.99,0.903
0,BuddyCheck,6149,0.7,0.848
0,BuddyCheck,6181,1,0.992
0,BuddyCheck,6080,0.92,0.785
0,BuddyCheck,6170,1,0.99
0,BuddyCheck,6060,0.51,0.569
0,BuddyCheck,6110,0.99,0.812
0,BuddyCheck,6058,0.99,0.906
0,BuddyCheck,4217,0.5,0.5
0,BuddyCheck,4310,0.5,0.5
0,BuddyCheck,4390,0.5,0.5
0,BuddyCheck,4360,0.5,0.5
0,BuddyCheck,4220,0.5,0.5
0,BuddyCheck,4260,0.5,0.5
0,BuddyCheck,4208,0.5,0.5
0,BuddyCheck,6179,0.95,0.849
0,BuddyCheck,6169,0.96,0.968
0,BuddyCheck,6190,0.5,0.5
0,BuddyCheck,6160,1,0.983
0,BuddyCheck,4210,0.5,0.5
0,BuddyCheck,4270,0.5,0.5
0,BuddyCheck,6030,0.86,0.5
0,BuddyCheck,6071,0.94,0.9
0,BuddyCheck,4382,0.5,0.5
0,BuddyCheck,6151,0.96,0.5
0,BuddyCheck,4250,0.5,0.5
0,BuddyCheck,6075,0.5,0.501
0,BuddyCheck,6069,0.5,0.5
0,BuddyCheck,6142,0.95,0.961
0,BuddyCheck,4373,0.5,0.5
0,BuddyCheck,4231,0.5,0.5
0,BuddyCheck,6079,0.92,0.881
0,BuddyCheck,4339,0.5,0.5
0,BuddyCheck,4312,0.5,0.5
0,BuddyCheck,4242,0.5,0.5
0,BuddyCheck,6052,0.57,0.5
0,BuddyCheck,6165,0.99,0.985
0,BuddyCheck,6009,0.5,0.5
0,BuddyCheck,6041,0.5,0.5
0,BuddyCheck,4214,0.5,0.5
0,BuddyCheck,4230,0.5,0.5
0,BuddyCheck,6124,0.96,0.953
0,BuddyCheck,6108,0.99,0.881
0,BuddyCheck,6070,0.94,0.696
0,BuddyCheck,4301,0.5,0.5
0,BuddyCheck,4285,0.5,0.5
0,BuddyCheck,4253,0.5,0.5
0,BuddyCheck,4272,0.5,0.5
0,BuddyCheck,6193,0.5,0.5
0,BuddyCheck,6191,0.5,0.5
0,BuddyCheck,6180,1,0.991
0,BuddyCheck,6104,0.95,0.863
0,BuddyCheck,6168,0.95,0.907
0,BuddyCheck,6096,0.95,0.902
0,BuddyCheck,4330,0.5,0.5
0,BuddyCheck,4201,0.5,0.5
0,BuddyCheck,6100,1,0.971
0,BuddyCheck,4202,0.5,0.5
0,BuddyCheck,4266,0.5,0.5
0,BuddyCheck,6184,0.95,0.976
0,BuddyCheck,6081,0.99,0.797
0,BuddyCheck,4207,0.5,0.5
0,BuddyCheck,6120,0.96,0.964
0,BuddyCheck,4203,0.5,0.5
0,BuddyCheck,4221,0.5,0.5
0,BuddyCheck,4351,0.5,0.5
0,BuddyCheck,6010,0.5,0.5
0,BuddyCheck,4313,0.5,0.5
0,BuddyCheck,6005,0.5,0.5
0,BuddyCheck,4228,0.5,0.5
0,BuddyCheck,4320,0.5,0.5
0,BuddyCheck,6011,0.5,0.513
0,ARTest,6159,0.95,0.808
0,ARTest,6043,1,0.984
0,ARTest,6119,0.91,0.764
0,ARTest,6149,1,0.97
0,ARTest,6181,1,0.978
0,ARTest,6080,0.94,0.838
0,ARTest,6170,0.93,0.81
0,ARTest,6060,0.95,0.815
0,ARTest,6110,0.97,0.815
0,ARTest,6058,1,0.969
0,ARTest,4217,1,0.979
0,ARTest,4310,0.5,0.5
0,ARTest,4390,1,0.961
0,ARTest,4360,0.98,0.929
0,ARTest,4220,1,0.974
0,ARTest,4260,1,0.98
0,ARTest,4208,0.97,0.862
0,ARTest,6179,1,0.927
0,ARTest,6169,1,0.982
0,ARTest,6190,0.96,0.871
0,ARTest,6160,0.94,0.816
0,ARTest,4210,0.99,0.967
0,ARTest,4270,0.92,0.813
0,ARTest,6030,0.96,0.82
0,ARTest,6071,0.92,0.773
0,ARTest,4382,0.83,0.675
0,ARTest,6151,1,0.981
0,ARTest,4250,1,0.966
0,ARTest,6075,1,0.964
0,ARTest,6069,1,0.95
0,ARTest,6142,1,0.978
0,ARTest,4373,0.89,0.714
0,ARTest,4231,0.93,0.965
0,ARTest,6079,1,0.972
0,ARTest,4339,0.89,0.864
0,ARTest,4312,0.5,0.5
0,ARTest,4242,0.89,0.762
0,ARTest,6052,0.95,0.866
0,ARTest,6165,1,0.964
0,ARTest,6009,0.99,0.941
0,ARTest,6041,0.96,0.858
0,ARTest,4214,0.93,0.827
0,ARTest,4230,1,0.98
0,ARTest,6124,1,0.966
0,ARTest,6108,1,0.979
0,ARTest,6070,0.96,0.807
0,ARTest,4301,0.95,0.863
0,ARTest,4285,0.91,0.765
0,ARTest,4253,0.92,0.73
0,ARTest,4272,0.93,0.836
0,ARTest,6193,0.95,0.864
0,ARTest,6191,0.96,0.532
0,ARTest,6180,0.98,0.864
0,ARTest,6104,0.97,0.843
0,ARTest,6168,1,0.978
0,ARTest,6096,1,0.969
0,ARTest,4330,0.9,0.771
0,ARTest,4201,0.99,0.961
0,ARTest,6100,0.84,0.674
0,ARTest,4202,0.92,0.76
0,ARTest,4266,0.89,0.758
0,ARTest,6184,1,0.979
0,ARTest,6081,1,0.982
0,ARTest,4207,0.97,0.919
0,ARTest,6120,0.94,0.841
0,ARTest,4203,0.9,0.801
0,ARTest,4221,1,0.978
0,ARTest,4351,0.92,0.802
0,ARTest,6010,0.98,0.967
0,ARTest,4313,0.96,0.871
0,ARTest,6005,1,0.963
0,ARTest,4228,0.88,0.732
0,ARTest,4320,1,0.979
0,ARTest,6011,0.99,0.967
0,STCT,6159,-1.19891925129615,0.902078308217132
0,STCT,6043,-1.19046260177692,0.926605961005976
0,STCT,6119,-1.20737590081538,0.897698370219123
0,STCT,6149,-1.19469092653653,0.893318432221116
0,STCT,6181,-1.19046260177692,0.93448984940239
0,STCT,6080,-1.19046260177692,0.930109911404382
0,STCT,6170,-1.19046260177692,0.929233923804781
0,STCT,6060,-1.211604225575,0.864410841434263
0,STCT,6110,-1.19046260177692,0.924853985806773
0,STCT,6058,-1.19891925129615,0.830247325049801
0,STCT,4310,-1.19046260177692,0.888062506623506
0,STCT,4390,-1.40187883975769,0.5
0,STCT,4360,-1.40187883975769,0.5
0,STCT,4220,-1.20737590081538,0.912590159412351
0,STCT,4260,-1.30039904552692,0.626142214342629
0,STCT,4208,-1.40187883975769,0.5
0,STCT,6179,-1.24543082365192,0.781192019472111
0,STCT,6169,-1.19469092653653,0.907334233814741
0,STCT,6190,-1.211604225575,0.832875287848605
0,STCT,6160,-1.19046260177692,0.93448984940239
0,STCT,4210,-1.33845396836346,0.562195119571713
0,STCT,4270,-1.19469092653653,0.902078308217132
0,STCT,6030,-1.19469092653653,0.805719672260956
0,STCT,6071,-1.19046260177692,0.847767077041833
0,STCT,4382,-1.40187883975769,0.5
0,STCT,6151,-1.19046260177692,0.898574357818725
0,STCT,4250,-1.22006087509423,0.859154915836653
0,STCT,6075,-1.19046260177692,0.839007201045817
0,STCT,6069,-1.19046260177692,0.916094109810757
0,STCT,6142,-1.19046260177692,0.924853985806773
0,STCT,4373,-1.40187883975769,0.5
0,STCT,4231,-1.25388747317115,0.733012701494024
0,STCT,6079,-1.19469092653653,0.875798680229084
0,STCT,4339,-1.40187883975769,0.5
0,STCT,4312,-1.20314757605576,0.84601510184263
0,STCT,4242,-1.211604225575,0.839883188645418
0,STCT,6052,-1.22428919985384,0.598110611155378
0,STCT,6165,-1.19046260177692,0.928357936205179
0,STCT,6009,-1.20737590081538,0.846015101842629
0,STCT,6041,-1.26234412269038,0.613878387948207
0,STCT,4214,-1.26234412269038,0.800463746663347
0,STCT,4230,-1.28348574648846,0.656801780328685
0,STCT,6124,-1.19046260177692,0.930985899003984
0,STCT,6108,-1.19046260177692,0.930109911404382
0,STCT,6070,-1.19469092653653,0.860906891035857
0,STCT,4301,-1.2961707207673,0.684833383515936
0,STCT,4285,-1.40187883975769,0.5
0,STCT,4253,-1.40187883975769,0.5
0,STCT,4272,-1.19891925129615,0.900326333017928
0,STCT,6193,-1.19046260177692,0.920474047808765
0,STCT,6191,-1.19046260177692,0.91784608500996
0,STCT,6180,-1.19046260177692,0.920474047808765
0,STCT,6104,-1.19046260177692,0.926605961005976
0,STCT,6168,-1.19046260177692,0.925729973406374
0,STCT,6096,-1.19046260177692,0.919598060209163
0,STCT,4330,-1.27925742172884,0.669065606723108
0,STCT,4201,-1.211604225575,0.894194419820717
0,STCT,6100,-1.19046260177692,0.888062506623506
0,STCT,4202,-1.22428919985384,0.838131213446215
0,STCT,4266,-1.40187883975769,0.5
0,STCT,6184,-1.20314757605576,0.706733073505976
0,STCT,6081,-1.19046260177692,0.910838184213147
0,STCT,6120,-1.19046260177692,0.909086209013944
0,STCT,4203,-1.22851752461346,0.803967697061753
0,STCT,4221,-1.20314757605576,0.898574357818725
0,STCT,4351,-1.40187883975769,0.5
0,STCT,6010,-1.19046260177692,0.928357936205179
0,STCT,4313,-1.31731234456538,0.59898659875498
0,STCT,6005,-1.19891925129615,0.888938494223108
0,STCT,4228,-1.23274584937307,0.790827883067729
0,STCT,4320,-1.31308401980576,0.631398139940239
0,STCT,6011,-1.19469092653653,0.912590159412351
0,SCT,6159,0.99,0.944
0,SCT,6043,0.91,0.801
0,SCT,6119,0.98,0.917
0,SCT,6149,0.71,0.791
0,SCT,6181,0.97,0.908
0,SCT,6080,0.89,0.675
0,SCT,6170,0.98,0.959
0,SCT,6060,0.89,0.668
0,SCT,6110,0.96,0.893
0,SCT,6058,0.9,0.898
0,SCT,4217,0.65,0.564
0,SCT,4310,0.5,0.5
0,SCT,4390,0.5,0.5
0,SCT,4360,0.5,0.5
0,SCT,4220,0.87,0.813
0,SCT,4260,0.75,0.822
0,SCT,4208,0.5,0.5
0,SCT,6179,0.97,0.835
0,SCT,6169,0.98,0.863
0,SCT,6190,0.94,0.787
0,SCT,6160,1,0.989
0,SCT,4210,0.5,0.5
0,SCT,4270,0.84,0.752
0,SCT,6030,0.82,0.565
0,SCT,6071,0.93,0.812
0,SCT,4382,0.55,0.557
0,SCT,6151,0.94,0.938
0,SCT,4250,0.5,0.5
0,SCT,6075,0.93,0.799
0,SCT,6069,0.73,0.716
0,SCT,6142,0.96,0.868
0,SCT,4373,0.5,0.5
0,SCT,4231,0.76,0.703
0,SCT,6079,0.93,0.875
0,SCT,4339,0.5,0.5
0,SCT,4312,0.5,0.5
0,SCT,4242,0.74,0.65
0,SCT,6052,0.89,0.7
0,SCT,6165,0.99,0.946
0,SCT,6009,0.5,0.5
0,SCT,6041,0.87,0.608
0,SCT,4214,0.6,0.541
0,SCT,4230,0.79,0.721
0,SCT,6124,0.99,0.861
0,SCT,6108,1,0.943
0,SCT,6070,0.85,0.847
0,SCT,4301,0.5,0.5
0,SCT,4285,0.66,0.581
0,SCT,4253,0.75,0.5
0,SCT,4272,0.88,0.834
0,SCT,6193,0.94,0.888
0,SCT,6191,0.92,0.835
0,SCT,6180,0.95,0.936
0,SCT,6104,0.91,0.733
0,SCT,6168,0.99,0.865
